,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.11,0.17,0.44,0.56,0.95
encog-java.csv,1.0,0.4,0.42,0.67,0.67
h2database.csv,0.12,0.98,0.67,0.53,1.0
jaql.csv,0.22,0.16,0.44,0.98,0.47
raven-monitoring.csv,0.15,0.1,1.0,0.51,0.39
