,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.19,0.28,0.46,0.59,0.95
encog-java.csv,0.96,0.13,0.49,0.08,0.04
h2database.csv,0.12,0.96,0.11,0.18,0.04
jaql.csv,0.34,0.25,0.53,0.96,0.46
raven-monitoring.csv,0.23,0.15,0.92,0.4,0.35
