,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.55,0.7,0.49,0.63,0.94
encog-java.csv,0.93,0.08,0.6,0.04,0.02
h2database.csv,0.11,0.94,0.06,0.11,0.02
jaql.csv,0.7,0.64,0.69,0.95,0.45
raven-monitoring.csv,0.52,0.28,0.86,0.33,0.32
