,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.64,0.58,0.04,0.78,0.81,0.65,0.85,0.56,0.94,0.67,0.84,0.5,0.79,0.67,0.69
autowikibrowser.csv,0.53,0.85,0.57,0.48,0.72,0.64,0.88,0.77,0.5,0.84,0.63,0.56,0.05,0.75,0.61
biodwh.csv,0.57,0.79,0.72,0.84,0.78,0.61,1.0,1.14,0.62,0.73,0.8,0.87,0.86,0.08,0.98
cities3d.csv,0.51,0.9,0.92,0.16,0.78,0.88,1.0,0.92,0.89,0.99,0.82,0.76,0.96,0.77,0.8
dynalloy.csv,0.46,0.08,0.63,0.56,0.79,0.63,0.91,0.5,0.66,0.58,0.75,0.83,0.62,0.52,0.61
enzo.csv,0.78,0.66,0.84,0.91,0.9,0.7,0.94,0.45,0.93,0.04,0.7,0.8,0.79,0.69,0.7
genecys.csv,0.9,0.78,0.95,0.88,0.11,0.77,0.97,0.97,0.57,0.41,0.96,0.93,0.72,0.85,0.98
kmatplot.csv,0.03,0.76,0.75,0.75,0.69,0.59,0.76,0.65,0.7,0.7,0.61,0.7,0.72,0.78,0.54
modplug.csv,0.74,0.71,0.6,0.65,0.89,0.82,0.97,0.49,0.02,0.39,0.81,0.73,0.69,0.57,0.67
nabu-library.csv,0.93,0.6,0.61,0.53,0.81,0.9,0.42,0.0,0.77,0.52,0.82,0.66,0.86,0.68,0.85
natpad.csv,0.53,0.65,0.68,0.49,0.9,0.64,0.59,0.58,0.77,0.91,0.58,0.57,0.63,0.85,0.03
nebuladevice.csv,0.72,0.84,0.8,0.6,0.78,0.86,0.86,0.98,0.79,0.9,0.83,0.2,0.82,0.85,0.65
ossbuild.csv,0.73,0.83,0.86,0.84,0.59,0.71,0.03,1.11,0.87,1.06,0.62,1.0,0.6,1.01,0.86
xemeiah.csv,0.42,0.71,0.63,0.43,0.69,0.06,0.94,0.72,0.68,0.74,0.58,0.54,0.58,0.64,0.54
xined.csv,0.63,0.83,0.75,0.6,0.85,0.87,0.47,0.91,0.8,0.94,0.1,0.87,0.9,0.62,0.69
