,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,11.0,1.0,0.0,58.0,1.0,1.0,4.0,0.0,0.0,0.0,16.0,2.0,13.0,12.0,16.0
autowikibrowser.csv,22.0,2.0,1.0,54.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0
biodwh.csv,0.0,1.0,0.0,1.0,0.0,0.0,250.0,31.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0
cities3d.csv,0.0,2.0,8.0,0.0,0.0,1.0,250.0,2.0,0.0,0.0,7.0,8.0,6.0,18.0,1.0
dynalloy.csv,0.0,0.0,3.0,45.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0
enzo.csv,19.0,4.0,9.0,50.0,2.0,7.0,6.0,0.0,0.0,0.0,11.0,0.0,6.0,11.0,1.0
genecys.csv,0.0,2.0,7.0,42.0,0.0,1.0,2.0,32.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0
kmatplot.csv,0.0,1.0,0.0,54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,11.0,0.0
modplug.csv,0.0,1.0,17.0,19.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0
nabu-library.csv,2.0,3.0,2.0,18.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,1.0
natpad.csv,0.0,1.0,7.0,33.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,9.0,0.0
nebuladevice.csv,16.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,11.0,6.0,0.0
ossbuild.csv,1.0,3.0,1.0,28.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,85.0,4.0,82.0,0.0
xemeiah.csv,0.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,8.0,0.0
xined.csv,7.0,2.0,8.0,27.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,4.0,7.0,11.0,1.0
