,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.5,0.54,0.97,0.54,0.35,0.49,0.31,0.56,0.38,0.61,0.33,0.69,0.53,0.65,0.56
autowikibrowser.csv,0.66,0.2,0.55,0.63,0.46,0.46,0.43,0.28,0.56,0.19,0.58,0.6,0.96,0.37,0.64
biodwh.csv,0.52,0.25,0.36,0.19,0.38,0.45,0.0,0.06,0.45,0.32,0.24,0.16,0.17,0.93,0.02
cities3d.csv,0.58,0.38,0.36,0.87,0.27,0.15,0.0,0.35,0.13,0.01,0.24,0.31,0.06,0.48,0.3
dynalloy.csv,0.64,0.93,0.48,0.65,0.55,0.6,0.22,0.57,0.48,0.58,0.6,0.4,0.61,0.55,0.67
enzo.csv,0.56,0.62,0.48,0.33,0.37,0.55,0.36,0.64,0.29,0.98,0.59,0.53,0.53,0.59,0.61
genecys.csv,0.35,0.57,0.21,0.4,0.98,0.56,0.2,0.27,0.67,0.73,0.2,0.38,0.62,0.47,0.09
kmatplot.csv,0.98,0.35,0.3,0.34,0.49,0.52,0.35,0.43,0.46,0.47,0.45,0.37,0.38,0.29,0.58
modplug.csv,0.6,0.54,0.53,0.7,0.37,0.51,0.25,0.61,0.98,0.8,0.54,0.58,0.62,0.71,0.67
nabu-library.csv,0.33,0.6,0.62,0.75,0.51,0.35,0.69,1.0,0.55,0.59,0.5,0.57,0.46,0.62,0.33
natpad.csv,0.58,0.42,0.42,0.6,0.36,0.56,0.53,0.49,0.47,0.39,0.6,0.51,0.47,0.28,0.98
nebuladevice.csv,0.35,0.2,0.27,0.46,0.27,0.18,0.19,0.05,0.26,0.12,0.24,0.83,0.27,0.2,0.44
ossbuild.csv,0.33,0.2,0.18,0.22,0.47,0.35,0.98,0.12,0.16,0.21,0.45,0.0,0.47,0.0,0.17
xemeiah.csv,0.68,0.41,0.49,0.67,0.49,0.95,0.11,0.34,0.4,0.35,0.53,0.56,0.49,0.52,0.55
xined.csv,0.43,0.3,0.42,0.46,0.19,0.16,0.68,0.42,0.24,0.07,0.92,0.16,0.13,0.52,0.54
