,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.98,0.8,1.02,0.64,0.77,0.8,0.71
elvishrayrenderer.csv,0.57,0.73,0.38,0.94,0.76,0.55,0.38
graphmak.csv,0.47,0.82,0.71,0.81,0.83,0.78,0.81
hazelcast.csv,0.85,0.68,0.09,0.64,0.71,0.65,0.63
jrdf.csv,0.9,0.79,0.52,0.98,0.84,0.3,0.73
pdfedit.csv,0.78,0.39,0.94,0.82,0.61,0.74,0.57
tart.csv,0.66,0.58,0.53,0.79,0.22,0.82,0.63
