,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.19,0.53,0.0,0.6,0.52,0.48,0.6
elvishrayrenderer.csv,0.72,0.57,0.75,0.09,0.53,0.64,0.74
graphmak.csv,0.63,0.51,0.45,0.52,0.49,0.36,0.51
hazelcast.csv,0.45,0.56,0.93,0.55,0.55,0.71,0.52
jrdf.csv,0.23,0.3,0.54,0.02,0.23,0.8,0.33
pdfedit.csv,0.46,0.76,0.32,0.26,0.68,0.53,0.63
tart.csv,0.52,0.58,0.58,0.53,0.95,0.5,0.56
