,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.12,0.37,0.39,0.53,0.62,0.58,0.14,0.37,0.12,0.4,0.33,0.11,0.38,0.09,0.29,0.41,0.68,0.51,0.26
autofac.csv,0.49,0.49,0.07,0.78,0.31,0.49,0.64,0.51,0.18,0.67,0.41,0.55,0.55,0.72,0.58,0.68,0.46,0.6,0.29
avisynth2.csv,0.23,0.27,0.19,0.17,0.0,0.05,0.15,0.04,0.12,0.0,0.0,0.27,0.15,0.99,0.0,0.05,0.13,0.07,0.0
azureus.csv,0.76,0.42,0.51,0.39,0.39,0.64,0.43,0.47,0.54,0.55,0.58,0.74,0.72,0.69,0.68,0.0,0.71,0.7,0.46
dsworkbench.csv,0.06,0.31,0.8,0.17,0.2,0.11,0.07,0.1,0.12,0.0,0.12,0.17,0.06,0.0,0.17,0.43,0.16,0.16,0.0
forester-atv.csv,0.28,0.79,0.59,0.38,0.09,0.27,0.07,0.1,0.69,0.15,0.23,0.57,0.6,0.92,0.17,0.15,0.33,0.31,0.0
freelords.csv,0.76,0.0,0.62,0.51,0.44,0.61,0.75,0.42,0.64,0.63,0.57,0.52,0.21,0.61,0.6,0.73,0.49,0.58,0.29
gabel.csv,0.02,0.61,0.44,0.43,0.2,0.34,0.68,0.43,0.29,0.76,0.44,0.37,0.63,0.37,0.33,0.36,0.47,0.27,0.49
geotools.csv,0.0,0.64,0.64,0.58,0.35,0.46,0.69,0.44,0.55,0.68,0.5,0.48,0.0,0.58,0.47,0.71,0.65,0.48,0.55
google-collections.csv,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.24,0.65,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.34,0.22,0.58,0.25,0.0,0.11,0.8,0.19,0.18,0.85,0.23,0.38,0.2,0.38,0.47,0.47,0.47,0.12,0.0
mycila.csv,0.0,0.35,0.24,0.32,0.0,0.49,0.49,0.4,0.13,0.33,0.73,0.61,0.57,0.7,0.54,0.28,0.6,0.56,0.57
neodatis-odb.csv,0.0,0.54,0.3,0.58,0.2,0.12,0.34,0.7,0.44,0.39,0.45,0.58,0.37,0.54,0.58,0.18,0.33,0.66,0.29
octet.csv,0.37,0.49,0.55,0.51,0.33,0.43,0.48,0.54,0.39,0.52,0.5,0.5,0.46,0.52,0.85,0.74,0.53,0.64,0.28
pokenetonline.csv,0.55,0.45,0.4,0.56,0.58,0.62,0.53,0.44,0.71,0.5,0.46,0.57,0.74,0.61,0.24,0.47,0.62,0.34,0.47
rcp-company-uibindings.csv,0.82,0.62,0.55,0.51,0.37,0.61,0.65,0.43,0.43,0.63,0.43,0.59,0.32,0.65,0.46,0.76,0.62,0.88,0.53
scenemonitor.csv,0.28,0.51,0.63,0.45,0.49,0.46,0.63,0.5,0.8,0.65,0.52,0.72,0.61,0.0,0.33,0.62,0.59,0.4,0.46
thedata.csv,0.0,0.74,0.58,0.51,0.4,0.5,0.41,0.54,0.13,0.47,0.61,0.61,0.41,0.35,0.51,0.47,0.5,0.0,0.99
twostep.csv,0.01,0.69,0.64,0.58,0.2,0.5,0.5,0.53,0.66,0.84,0.69,0.67,0.72,0.37,0.47,0.81,0.62,0.46,0.28
