,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.33,0.53,0.42,1.0,0.0,0.62,0.52,0.5,0.69,0.86,0.9,0.82,0.73,0.82,0.72
autowikibrowser.csv,0.67,0.77,0.58,1.0,0.69,0.8,0.62,0.47,0.62,0.81,0.6,0.59,0.7,0.91,0.83
blue-c.csv,0.42,0.7,0.87,0.89,0.0,0.82,0.84,0.8,1.0,0.93,1.0,0.77,0.66,0.73,0.72
dynalloy.csv,0.33,0.5,0.79,0.44,0.0,0.7,0.75,0.4,0.88,0.48,0.9,0.82,0.59,0.36,0.49
hydrogen.csv,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.2,1.0,1.0,1.0,0.74
jcae.csv,0.0,0.9,0.17,1.0,0.12,0.55,0.29,0.57,0.62,0.36,0.4,0.32,0.61,0.86,0.3
lphant.csv,0.92,0.73,0.65,1.0,0.69,0.63,0.79,0.63,0.75,0.74,0.4,0.73,0.89,0.95,0.72
nosleepsoftware.csv,0.5,0.23,0.0,0.0,0.62,0.03,0.05,0.0,0.0,0.0,0.0,0.05,0.11,0.23,0.23
qgo.csv,0.92,0.87,0.44,1.0,0.75,0.71,0.6,0.73,0.75,0.83,0.8,0.95,0.98,1.0,0.94
quickfast.csv,0.75,0.7,0.48,0.89,0.81,0.56,0.25,0.67,0.75,0.5,0.5,0.91,0.86,0.68,0.79
rhex.csv,0.83,0.77,0.19,0.33,0.62,0.42,0.22,0.17,0.5,0.29,0.1,0.05,0.39,0.55,0.36
rocrail.csv,0.75,0.5,0.94,0.67,0.62,0.91,0.67,0.6,0.69,0.71,0.5,0.73,0.48,0.86,0.53
virtuoso.csv,1.0,0.97,1.0,1.0,1.0,0.96,0.98,1.0,1.0,0.6,0.4,1.0,0.91,1.0,0.53
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
yield.csv,0.58,0.8,0.98,1.0,0.69,0.92,0.76,0.77,0.88,0.81,0.7,0.86,0.75,0.95,0.81
