,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.59,0.94,0.99,0.5,0.93,0.5,0.73,0.88,0.92,0.63,0.92,0.94,0.0,0.97,0.93,0.67,0.8
amygdala.csv,0.44,0.5,0.57,0.5,0.56,0.8,0.7,0.92,0.57,0.53,0.74,0.51,0.86,0.66,0.73,0.86,0.93
chrysalis.csv,0.67,0.8,0.78,0.0,0.67,0.91,0.86,0.97,0.76,0.86,0.53,0.81,0.6,0.95,0.71,0.6,0.53
cme.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
hydrate.csv,0.89,0.91,0.67,0.0,0.6,0.8,0.75,0.84,0.8,0.8,0.43,0.9,0.7,0.93,0.41,0.41,0.5
ivef-sdk.csv,0.42,0.5,0.69,0.49,0.56,0.61,0.54,0.0,0.5,0.54,0.0,0.57,0.92,0.96,0.49,0.0,0.6
jmri.csv,0.49,0.55,0.58,0.45,0.56,0.47,0.58,0.93,0.59,0.49,0.78,0.59,0.55,0.76,0.52,0.75,0.42
jython.csv,0.45,0.55,0.55,0.51,0.53,0.6,0.49,0.95,0.51,0.5,0.72,0.5,0.67,0.7,0.43,0.79,0.48
kdenlive.csv,0.44,0.49,0.5,0.58,0.54,0.95,0.59,0.26,0.43,0.56,0.43,0.45,0.5,0.59,0.58,0.47,0.47
opentibia.csv,0.39,0.43,0.58,0.45,0.53,0.69,0.59,0.27,0.68,0.39,0.54,0.4,0.48,0.52,0.52,0.36,0.67
projectfactory.csv,0.51,0.55,0.6,0.47,0.45,0.46,0.51,0.25,0.61,0.43,0.51,0.66,0.5,0.64,0.33,0.38,0.43
runuomondains.csv,0.91,0.94,0.98,0.7,0.93,0.94,0.9,0.88,0.5,0.92,0.86,0.93,0.92,0.96,0.75,0.88,0.73
somap.csv,0.43,0.45,0.41,0.43,0.39,0.44,0.44,0.26,0.37,0.41,0.42,0.35,0.43,0.44,0.34,0.37,0.39
taverna.csv,0.95,0.95,0.98,0.8,0.72,0.83,0.72,0.95,0.54,0.93,0.82,0.94,0.71,0.96,0.82,0.67,0.87
tigermud.csv,0.79,0.85,0.51,0.72,0.55,0.61,0.49,0.97,0.89,0.62,0.46,0.8,0.53,0.78,0.63,0.45,0.67
x-ray-mule.csv,0.53,0.52,0.66,0.69,0.75,0.88,0.71,0.92,0.55,0.56,0.93,0.59,0.65,0.62,0.89,0.62,0.9
