,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.34,0.2,0.23,0.97,0.26,0.03,0.91,0.27,0.21,0.5,0.12,0.21,0.03,0.19,0.24,0.03,0.0
amygdala.csv,0.56,0.42,0.54,0.4,0.44,0.07,0.58,0.41,0.51,0.95,0.25,0.53,0.31,0.63,0.26,0.27,0.2
chrysalis.csv,0.04,0.04,0.24,0.0,0.04,0.0,0.06,0.64,0.33,0.05,0.5,0.22,0.11,0.81,0.24,0.33,0.4
cme.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.11,0.12,0.3,0.0,0.37,0.01,0.06,0.77,0.1,0.05,0.62,0.12,0.23,0.15,0.5,0.97,0.6
ivef-sdk.csv,0.69,0.59,0.57,1.0,0.74,1.0,0.88,0.0,0.74,0.63,0.0,0.56,0.17,0.15,0.66,0.0,0.8
jmri.csv,0.54,0.47,0.96,0.27,0.48,0.9,0.42,0.27,0.49,0.66,0.25,0.33,0.51,0.3,0.48,0.21,0.8
jython.csv,0.85,0.59,0.72,0.93,0.7,1.0,0.91,1.0,0.79,0.68,0.38,0.64,0.54,0.52,0.74,0.3,1.0
kdenlive.csv,0.96,0.59,0.46,0.47,0.56,0.27,0.3,0.55,0.62,0.45,0.38,0.56,0.31,0.56,0.33,0.55,1.0
opentibia.csv,0.83,1.0,0.43,1.0,0.56,0.58,0.76,0.77,0.31,0.92,0.5,0.61,0.86,0.33,0.5,0.94,0.4
projectfactory.csv,0.63,0.73,0.4,0.87,0.74,0.93,0.79,0.73,0.97,0.97,0.88,0.39,0.86,0.44,0.93,0.88,0.4
runuomondains.csv,0.07,0.19,0.11,0.43,0.15,0.45,0.09,0.23,0.03,0.18,0.88,0.17,0.14,0.04,0.07,0.15,0.0
somap.csv,0.92,0.9,0.88,0.97,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.91,1.0,1.0
taverna.csv,0.2,0.23,0.13,0.17,0.93,0.04,0.55,0.55,0.49,0.29,0.38,0.24,0.34,0.15,0.28,0.09,0.4
tigermud.csv,0.39,0.33,0.5,0.7,0.44,1.0,0.91,0.73,0.13,0.39,1.0,0.19,0.83,0.22,0.45,0.76,0.6
x-ray-mule.csv,0.39,0.33,0.49,0.97,0.41,0.06,0.03,0.18,0.69,0.55,0.12,0.47,0.34,0.67,0.16,0.45,0.4
