,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.94,0.49,0.68,0.23,0.69,0.78,0.56,0.86,0.97,0.6,0.47,0.78,0.57,0.97
elateportal.csv,0.92,0.55,0.65,0.41,0.76,0.83,0.65,0.73,0.81,0.89,0.93,0.79,0.91,0.05
gdis.csv,0.37,0.65,0.8,0.33,0.67,0.62,0.53,0.62,0.76,0.55,0.21,0.85,0.43,1.01
gzigzag.csv,0.59,0.71,0.58,0.47,0.75,0.55,0.85,0.62,0.52,0.7,0.77,0.55,0.62,0.28
icescrum.csv,0.37,0.48,0.65,0.63,0.68,0.58,0.85,1.02,0.76,0.49,0.51,0.78,0.31,0.99
jguard.csv,0.96,0.71,0.67,0.57,0.44,0.61,0.77,0.76,0.5,0.89,0.55,0.58,0.77,0.58
jitterbit.csv,0.93,0.37,0.53,0.29,0.64,0.38,0.59,0.91,0.64,0.61,0.43,0.99,0.87,0.84
jython.csv,0.22,0.78,0.72,0.88,0.64,0.92,0.68,0.77,0.75,0.8,0.81,0.86,0.75,0.92
personalaccess.csv,0.91,0.57,0.73,0.44,0.81,0.67,0.78,0.8,0.3,0.75,0.75,0.65,0.54,0.89
ppcboot.csv,0.21,0.69,0.73,0.35,0.63,0.85,0.51,0.62,0.61,0.51,0.52,0.88,0.63,1.15
repositorium.csv,1.0,0.74,0.97,1.0,0.91,0.87,0.99,0.26,1.0,1.02,0.9,0.72,0.88,0.98
unbvision.csv,0.29,0.5,0.7,0.7,0.71,0.42,0.77,0.72,0.55,0.55,0.42,0.83,0.39,0.95
wxstudio.csv,1.12,0.93,0.73,1.0,0.77,0.96,0.89,0.59,0.7,1.01,1.0,0.39,0.77,0.83
xbg.csv,0.29,0.83,0.74,0.69,0.82,0.8,0.64,0.82,0.84,0.25,0.82,0.92,0.7,0.99
