,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.25,0.57,0.48,0.45,0.63,0.52,0.8,0.55,0.42,0.53,0.46,0.57,0.44,0.67
elateportal.csv,0.95,0.48,0.52,0.39,0.4,0.88,0.88,0.43,0.86,0.43,0.93,0.56,0.33,0.31
gdis.csv,0.96,0.51,0.44,0.37,0.65,0.51,0.86,0.69,0.49,0.59,0.38,0.61,0.52,0.75
gzigzag.csv,0.94,0.4,0.49,0.44,0.38,0.43,0.74,0.45,0.4,0.4,0.85,0.44,0.39,0.34
icescrum.csv,0.96,0.48,0.51,0.58,0.41,0.68,0.67,0.93,0.76,0.59,0.35,0.63,0.47,0.8
jguard.csv,0.24,0.39,0.48,0.47,0.59,0.54,0.43,0.64,0.41,0.9,0.38,0.36,0.41,0.38
jitterbit.csv,0.27,0.59,0.49,0.44,0.49,0.63,0.69,0.67,0.43,0.45,0.44,0.75,0.36,0.75
jython.csv,0.95,0.46,0.68,0.46,0.79,0.52,0.98,0.62,0.61,0.55,0.92,0.53,0.9,0.8
personalaccess.csv,0.24,0.43,0.4,0.42,0.34,0.55,0.4,0.48,0.36,0.5,0.59,0.39,0.33,0.8
ppcboot.csv,0.97,0.44,0.42,0.41,0.64,0.52,0.87,0.97,0.41,0.5,0.45,0.53,0.35,0.86
repositorium.csv,0.88,0.99,0.86,0.0,0.6,0.9,0.0,0.55,0.0,0.75,0.86,0.86,0.91,0.0
unbvision.csv,0.84,0.45,0.56,0.8,0.42,0.57,0.42,0.41,0.4,0.62,0.33,0.55,0.48,0.75
wxstudio.csv,0.28,0.49,0.68,0.55,0.5,0.66,0.5,0.45,0.53,0.89,0.61,0.42,0.48,0.29
xbg.csv,0.97,0.82,0.76,0.86,0.94,0.72,0.85,0.67,0.92,0.63,0.9,0.93,0.82,0.8
