,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.22,0.51,0.37,0.85,0.4,0.4,0.58,0.14,0.83,0.27,0.76,0.52,0.59,0.09
elateportal.csv,0.09,0.47,0.35,0.76,0.47,0.26,0.56,0.19,0.41,0.2,0.25,0.56,0.46,0.98
gdis.csv,0.57,0.44,0.38,0.77,0.42,0.46,0.6,0.23,0.69,0.29,0.88,0.4,0.64,0.08
gzigzag.csv,0.46,0.44,0.41,0.67,0.48,0.47,0.24,0.24,0.73,0.24,0.37,0.55,0.48,0.86
icescrum.csv,0.61,0.51,0.35,0.52,0.45,0.47,0.25,0.0,0.38,0.33,0.68,0.32,0.74,0.12
jguard.csv,0.2,0.4,0.34,0.58,0.61,0.41,0.4,0.18,0.68,0.11,0.63,0.56,0.39,0.79
jitterbit.csv,0.21,0.62,0.44,0.8,0.45,0.59,0.68,0.14,0.82,0.29,0.75,0.17,0.49,0.36
jython.csv,0.58,0.44,0.31,0.7,0.44,0.39,0.46,0.18,0.48,0.19,0.32,0.6,0.34,0.16
personalaccess.csv,0.2,0.45,0.36,0.69,0.46,0.38,0.45,0.14,0.87,0.4,0.41,0.46,0.57,0.2
ppcboot.csv,0.65,0.46,0.36,0.81,0.44,0.39,0.63,0.24,0.81,0.33,0.75,0.46,0.57,0.12
repositorium.csv,0.0,0.32,0.06,0.0,0.27,0.2,0.02,0.48,0.0,0.0,0.19,0.4,0.2,0.04
unbvision.csv,0.52,0.5,0.32,0.45,0.41,0.55,0.39,0.18,0.71,0.33,0.76,0.27,0.67,0.12
wxstudio.csv,0.07,0.19,0.29,0.47,0.36,0.16,0.43,0.25,0.62,0.0,0.48,0.68,0.35,0.93
xbg.csv,0.62,0.23,0.29,0.45,0.26,0.28,0.61,0.29,0.29,0.52,0.3,0.15,0.4,0.12
