,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.95,0.4,0.78,1.0,0.91,1.0
jlinalg.csv,0.27,0.62,0.67,0.63,0.54,0.92
knowledge.csv,0.25,0.54,0.82,0.13,0.64,0.77
massiv.csv,0.86,0.91,1.0,1.0,0.03,0.98
playerstage.csv,0.44,0.63,0.34,0.47,0.45,0.8
ultimairis.csv,0.48,0.58,0.72,0.81,0.73,0.45
