,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.93,0.26,0.77,1.0,0.88,1.0
jlinalg.csv,0.07,0.44,0.52,0.4,0.48,0.87
knowledge.csv,0.07,0.27,0.81,0.0,0.58,0.26
massiv.csv,0.0,0.1,0.0,0.0,0.03,0.0
playerstage.csv,0.14,0.31,0.2,0.4,0.37,0.78
ultimairis.csv,0.14,0.43,0.7,0.0,0.73,0.19
