,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.26,0.71,0.56,0.0,0.37,0.0
jlinalg.csv,0.77,0.56,0.55,0.53,0.69,0.37
knowledge.csv,0.79,0.56,0.5,0.89,0.65,0.32
massiv.csv,0.17,0.12,0.0,0.0,0.99,0.02
playerstage.csv,0.62,0.48,0.73,0.72,0.72,0.53
ultimairis.csv,0.58,0.6,0.62,0.23,0.65,0.63
