,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.22,0.78,0.3,0.3,0.48,0.95,0.51,0.66,0.3,0.31,0.11,0.58,0.53,0.34,0.69
autowikibrowser.csv,0.26,0.65,0.38,0.29,0.61,0.51,0.53,0.57,0.44,0.43,0.35,0.54,0.99,0.51,0.78
blue-c.csv,0.2,0.52,0.51,0.29,0.22,0.49,0.64,0.97,0.27,0.34,0.43,0.57,0.59,0.38,0.57
dynalloy.csv,0.26,0.6,0.96,0.19,0.16,0.53,0.66,0.63,0.25,0.32,0.31,0.57,0.64,0.28,0.7
hydrogen.csv,0.33,0.55,0.17,0.31,0.22,0.38,0.27,0.29,1.0,0.43,0.32,0.24,0.43,0.47,0.41
jcae.csv,0.0,0.23,0.07,1.0,0.0,0.32,0.09,0.38,0.57,0.13,0.0,0.31,0.17,0.5,0.04
lphant.csv,0.25,0.6,0.37,0.26,0.52,0.54,0.65,0.79,0.37,0.39,0.33,0.95,0.57,0.51,0.67
nosleepsoftware.csv,0.37,0.6,0.0,0.24,0.91,0.37,0.19,0.18,0.48,0.36,0.24,0.24,0.39,0.39,0.68
qgo.csv,0.31,0.98,0.44,0.22,0.47,0.53,0.6,0.61,0.41,0.39,0.31,0.63,0.65,0.37,0.63
quickfast.csv,0.26,0.7,0.39,0.22,0.37,0.51,0.41,0.78,0.3,0.36,0.29,0.54,0.53,0.44,0.97
rhex.csv,0.91,0.6,0.24,0.29,0.45,0.37,0.32,0.34,0.5,0.41,0.27,0.22,0.54,0.32,0.32
rocrail.csv,0.4,0.37,0.27,0.19,0.0,0.48,0.45,0.38,0.51,0.4,0.35,0.45,0.46,0.98,0.32
virtuoso.csv,0.26,0.6,0.48,0.19,0.41,0.51,0.65,0.71,0.27,0.96,0.45,0.57,0.6,0.36,0.43
xined.csv,0.29,0.57,0.47,0.2,0.44,0.45,0.46,0.39,0.3,0.33,1.0,0.18,0.44,0.46,0.47
yield.csv,0.28,0.78,0.55,0.21,0.47,0.54,0.99,0.65,0.36,0.39,0.33,0.58,0.63,0.36,0.75
