,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.88,0.43,0.11,0.24,0.72,0.01,0.9,1.0,0.35,0.32,0.56,0.67,0.81,0.89,0.31
autowikibrowser.csv,0.43,0.4,0.29,0.49,0.15,0.3,0.21,0.2,0.19,0.71,0.42,0.24,0.0,0.39,0.19
blue-c.csv,0.51,0.43,0.73,0.49,0.34,0.78,0.56,0.0,0.82,0.85,0.63,0.7,0.5,0.36,0.5
dynalloy.csv,0.75,0.6,0.0,0.99,0.66,0.35,0.76,0.44,0.81,0.85,0.91,0.94,0.8,0.8,0.81
hydrogen.csv,0.1,0.11,0.15,0.23,0.17,0.17,0.19,0.2,0.0,0.28,0.14,0.24,0.28,0.3,0.09
jcae.csv,0.0,0.03,0.07,0.0,0.0,0.05,0.01,0.0,0.04,0.0,0.02,0.0,0.0,0.02,0.0
lphant.csv,0.46,0.49,0.48,0.63,0.51,0.45,0.26,0.2,0.32,0.86,0.35,0.0,0.39,0.49,0.31
nosleepsoftware.csv,0.28,0.2,0.11,0.34,0.06,0.15,0.18,0.44,0.06,0.38,0.12,0.0,0.09,0.49,0.19
qgo.csv,0.32,0.0,0.33,0.49,0.36,0.33,0.18,0.16,0.15,0.46,0.4,0.39,0.43,0.28,0.16
quickfast.csv,0.68,0.63,0.6,0.81,0.6,0.61,0.21,0.24,0.62,0.66,0.6,0.88,0.67,0.6,0.03
rhex.csv,0.0,0.2,0.15,0.19,0.32,0.28,0.16,0.16,0.05,0.09,0.07,0.06,0.59,0.05,0.03
rocrail.csv,0.1,0.14,0.27,0.37,0.11,0.21,0.09,0.0,0.13,0.29,0.21,0.06,0.11,0.01,0.16
virtuoso.csv,0.84,0.86,0.93,0.85,0.98,0.94,0.93,1.0,0.8,0.01,0.33,1.0,0.93,0.94,0.5
xined.csv,0.3,1.0,0.74,0.35,0.11,0.83,0.88,0.12,0.46,0.18,0.0,0.24,0.35,0.26,0.38
yield.csv,0.69,0.34,0.49,0.75,0.7,0.69,0.0,0.88,0.53,0.57,0.81,0.76,0.69,0.91,0.41
