,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.12,0.66,0.52,0.21,0.32,0.98,0.41,0.52,0.2,0.26,0.08,0.45,0.42,0.21,0.75
autowikibrowser.csv,0.17,0.6,0.41,0.17,0.59,0.49,0.67,0.74,0.34,0.28,0.25,0.58,1.0,0.37,0.85
blue-c.csv,0.13,0.52,0.38,0.17,0.2,0.36,0.55,1.0,0.15,0.22,0.27,0.44,0.53,0.29,0.61
dynalloy.csv,0.15,0.51,1.0,0.1,0.11,0.48,0.52,0.63,0.15,0.21,0.19,0.4,0.49,0.18,0.6
hydrogen.csv,0.33,0.76,0.3,0.22,0.27,0.5,0.48,0.55,1.0,0.36,0.33,0.33,0.52,0.37,0.81
jcae.csv,0.0,0.8,0.25,1.0,0.0,0.69,0.75,1.0,0.67,1.0,0.0,1.0,1.0,0.8,1.0
lphant.csv,0.16,0.54,0.33,0.15,0.37,0.45,0.68,0.82,0.26,0.25,0.25,1.0,0.55,0.35,0.74
nosleepsoftware.csv,0.26,0.7,0.0,0.16,0.84,0.52,0.4,0.27,0.54,0.28,0.29,1.0,0.71,0.28,0.82
qgo.csv,0.21,1.0,0.43,0.13,0.37,0.49,0.73,0.79,0.35,0.29,0.23,0.55,0.58,0.31,0.83
quickfast.csv,0.15,0.56,0.32,0.12,0.26,0.39,0.59,0.79,0.18,0.24,0.19,0.4,0.45,0.29,0.98
rhex.csv,1.0,0.7,0.39,0.21,0.38,0.4,0.56,0.64,0.58,0.54,0.4,0.6,0.47,0.56,0.9
rocrail.csv,0.38,0.62,0.32,0.12,0.0,0.54,0.77,1.0,0.43,0.34,0.31,0.78,0.71,0.96,0.67
virtuoso.csv,0.15,0.46,0.34,0.11,0.26,0.36,0.49,0.55,0.16,0.98,0.33,0.4,0.44,0.22,0.52
xined.csv,0.2,0.43,0.36,0.12,0.55,0.33,0.38,0.73,0.19,0.34,1.0,0.27,0.49,0.38,0.6
yield.csv,0.16,0.69,0.45,0.12,0.31,0.4,1.0,0.53,0.22,0.27,0.2,0.43,0.5,0.22,0.73
