,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.89,0.43,0.8,0.51,0.72,0.07,0.96,1.0,0.56,0.7,0.98,0.69,0.86,0.9,0.48
autowikibrowser.csv,0.6,0.5,0.71,0.51,0.4,0.56,0.59,0.57,0.42,0.72,0.58,0.56,0.02,0.43,0.33
blue-c.csv,0.71,0.63,0.76,0.51,0.82,0.81,0.61,0.07,0.82,0.88,0.63,0.72,0.59,0.58,0.68
dynalloy.csv,0.76,0.66,0.08,0.99,1.0,0.54,0.77,0.57,0.82,0.89,0.91,0.94,0.8,0.88,0.83
hydrogen.csv,0.67,0.58,0.9,0.5,0.83,0.72,0.83,0.82,0.0,0.55,0.71,0.85,0.69,0.47,0.73
jcae.csv,1.0,0.87,0.96,0.0,1.0,0.8,0.95,0.77,0.5,0.93,1.0,0.82,0.91,0.64,0.98
lphant.csv,0.62,0.59,0.75,0.63,0.53,0.56,0.46,0.31,0.45,0.86,0.61,0.09,0.56,0.49,0.49
nosleepsoftware.csv,0.44,0.51,1.01,0.56,0.06,0.73,0.89,0.97,0.57,0.63,0.81,0.86,0.73,0.58,0.47
qgo.csv,0.53,0.03,0.65,0.6,0.52,0.54,0.52,0.52,0.52,0.6,0.64,0.48,0.51,0.61,0.51
quickfast.csv,0.7,0.63,0.78,0.81,0.7,0.68,0.71,0.33,0.63,0.72,0.72,0.89,0.75,0.61,0.05
rhex.csv,0.17,0.51,0.84,0.59,0.54,0.72,0.79,0.78,0.56,0.67,0.8,0.87,0.7,0.77,0.81
rocrail.csv,0.59,0.75,0.82,0.67,1.01,0.6,0.69,0.77,0.4,0.58,0.64,0.68,0.67,0.01,0.8
virtuoso.csv,0.84,0.87,0.95,0.86,0.98,0.94,0.93,1.0,0.8,0.05,0.44,1.0,0.93,0.94,0.81
xined.csv,0.58,1.01,0.79,0.66,0.63,0.87,0.97,0.74,0.56,0.71,0.0,0.9,0.69,0.49,0.72
yield.csv,0.7,0.36,0.57,0.76,0.7,0.71,0.02,0.9,0.53,0.64,0.82,0.77,0.7,0.91,0.47
