,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.44,0.45,0.95,0.67,0.46,0.63,0.51,0.44,0.66,0.54,0.58,0.45,0.43,0.46,0.45
autowikibrowser.csv,0.52,0.43,0.55,0.36,0.47,0.48,0.52,0.42,0.55,0.42,0.46,0.53,0.47,0.35,0.42
blue-c.csv,0.51,0.55,0.46,0.43,0.95,0.47,0.51,0.5,0.57,0.43,0.38,0.34,0.44,0.51,0.56
dynalloy.csv,0.43,0.42,0.73,0.3,0.54,0.56,0.47,0.47,0.52,0.45,0.4,0.35,0.36,0.49,0.45
hydrogen.csv,0.92,0.53,0.95,0.61,0.91,0.7,0.88,0.82,0.81,0.43,0.67,0.92,0.68,0.53,0.69
jcae.csv,0.0,0.8,0.88,0.89,0.0,0.99,0.75,0.71,0.75,0.67,0.0,0.75,0.75,0.9,0.0
lphant.csv,0.48,0.41,0.44,0.31,0.58,0.47,0.53,0.54,0.6,0.4,0.4,0.5,0.51,0.35,0.38
nosleepsoftware.csv,0.61,0.57,0.9,0.47,0.74,0.67,0.95,0.87,0.85,0.43,0.86,0.67,0.76,0.46,0.39
qgo.csv,0.48,0.45,0.47,0.4,0.37,0.46,0.45,0.42,0.61,0.38,0.45,0.34,0.36,0.5,0.48
quickfast.csv,0.43,0.36,0.44,0.27,0.39,0.43,0.71,0.41,0.47,0.36,0.47,0.38,0.43,0.38,0.39
rhex.csv,0.9,0.48,0.96,0.95,0.62,0.68,0.88,0.82,0.75,0.92,0.8,0.8,0.57,0.89,0.9
rocrail.csv,0.85,0.77,0.59,0.55,0.8,0.58,0.69,0.71,0.52,0.48,0.54,0.78,0.71,0.65,0.87
virtuoso.csv,0.45,0.39,0.43,0.33,0.42,0.44,0.46,0.42,0.55,0.78,0.52,0.35,0.4,0.43,0.73
xined.csv,0.7,0.39,0.53,0.62,0.91,0.51,0.57,0.91,0.7,0.82,0.9,0.91,0.76,0.53,0.63
yield.csv,0.43,0.36,0.41,0.3,0.44,0.43,0.52,0.4,0.56,0.34,0.36,0.36,0.36,0.43,0.31
