,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.83,0.63,0.57,1.06,0.69,0.41,0.83,0.75,0.72,0.6,0.38,0.82
archive-crawler.csv,0.84,0.73,0.61,0.9,0.57,0.54,0.67,0.81,0.74,0.49,0.71,0.57
blue-c.csv,0.69,0.63,0.58,1.13,0.55,0.26,0.49,0.54,0.75,0.64,0.54,0.68
dynalloy.csv,0.85,0.35,0.8,1.09,0.87,0.56,0.77,0.88,0.63,0.71,0.62,0.85
jcae.csv,0.74,0.86,0.24,0.91,0.74,0.47,0.72,0.74,0.78,0.56,0.7,0.69
kmatplot.csv,0.29,0.77,0.67,1.0,0.89,0.96,0.63,0.67,0.71,0.65,0.71,0.99
mscore.csv,0.88,0.93,0.92,0.8,0.56,0.38,0.39,0.62,0.62,0.84,0.93,0.77
nosleepsoftware.csv,0.93,1.0,0.89,0.36,0.94,1.0,0.8,0.91,0.96,0.84,0.98,0.91
openmalaria.csv,0.57,0.79,0.95,0.75,0.47,0.39,0.51,0.33,0.59,0.69,0.95,0.7
popeye-chess.csv,0.58,0.67,0.66,0.73,0.4,0.44,0.47,0.51,0.54,0.49,0.62,0.61
riff-evolve.csv,0.48,0.58,0.74,1.06,0.41,0.63,0.62,0.67,0.41,0.65,0.63,0.6
virtuoso.csv,0.7,0.99,0.97,1.0,0.63,1.0,0.81,0.92,0.95,0.83,0.91,0.67
