,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,196.5,887.0,296.5,197.5,479.0,94.5,193.0,97.5,99.0,289.5,98.5,98.5
gamestone.csv,97.5,265.5,86.5,197.5,283.0,0.0,95.5,397.5,95.5,645.5,93.5,99.0
gbif-providertoolkit.csv,196.5,1524.0,296.5,451.5,380.0,99.0,95.5,386.0,186.0,289.5,98.5,98.5
heekscad.csv,196.5,67.5,97.5,197.5,376.0,97.5,193.0,97.5,99.0,289.5,98.5,99.0
igarden.csv,196.5,67.5,98.5,197.5,720.0,97.5,95.5,97.5,97.5,289.5,98.5,98.5
levent.csv,196.5,64.5,0.0,0.0,572.5,99.0,95.5,0.0,0.0,0.0,0.0,0.0
libmesh.csv,96.5,89.5,296.5,98.5,741.0,0.0,188.0,385.0,148.0,88.5,98.5,414.0
openmsx.csv,196.5,563.0,98.5,98.5,349.0,94.5,193.0,288.5,97.5,68.5,98.5,83.5
pnotepad.csv,196.5,78.5,296.5,197.5,761.5,99.0,95.5,196.0,99.0,289.5,98.5,99.0
quark.csv,97.5,67.5,83.5,174.0,368.0,0.0,61.5,224.5,86.5,289.5,75.5,537.0
tango-cs.csv,97.5,78.5,566.0,95.5,669.0,97.5,225.5,196.0,99.0,289.5,191.0,99.0
xcsoar.csv,196.5,250.5,180.0,95.5,283.5,94.5,95.5,196.0,96.5,289.5,93.5,98.5
