,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.76,0.24,0.64,0.48,0.31,0.43,0.44,0.53,0.76,0.4,0.71,0.54
gamestone.csv,0.25,0.58,0.2,0.33,0.29,0.0,0.29,0.2,0.41,0.0,0.15,0.48
gbif-providertoolkit.csv,0.64,0.0,0.39,0.24,0.48,0.73,0.55,0.44,0.26,0.34,0.64,0.21
heekscad.csv,0.8,0.44,0.66,0.48,0.35,0.69,0.44,0.47,0.65,0.36,0.82,0.6
igarden.csv,0.71,0.18,0.61,0.54,0.36,0.69,0.38,0.39,0.47,0.49,0.72,0.5
levent.csv,0.59,0.2,0.0,0.0,0.32,0.74,0.21,0.0,0.0,0.0,0.0,0.0
libmesh.csv,0.41,0.15,0.28,0.33,0.15,0.0,0.55,0.44,0.39,0.21,0.43,0.07
openmsx.csv,0.72,0.24,0.21,0.52,0.36,0.69,0.48,0.57,0.51,0.19,0.51,0.09
pnotepad.csv,0.73,0.36,0.64,0.47,0.28,0.68,0.42,0.44,0.77,0.33,0.95,0.6
quark.csv,0.58,0.2,0.47,0.15,0.24,0.0,0.06,0.09,0.1,0.65,0.29,0.34
tango-cs.csv,0.74,0.38,0.48,0.44,0.31,0.69,0.2,0.5,0.56,0.32,0.59,0.56
xcsoar.csv,0.74,0.24,0.69,0.48,0.42,0.47,0.26,0.44,0.59,0.33,0.34,0.43
