,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.53,0.58,0.41,0.39
n2cms.csv,0.68,0.4,0.31,0.43
nassp.csv,0.37,0.36,0.34,0.65
nug.csv,0.54,0.08,0.63,0.27
