,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.06,1.0,0.19,0.0,0.19,0.34,0.0,0.07,0.12,0.09,0.04,0.0,0.0,0.0,0.0,0.21,0.33
baadengine.csv,0.99,0.0,0.75,0.04,0.67,0.3,0.58,0.41,0.28,0.63,0.27,0.06,0.29,0.4,0.83,0.5,0.62
bibedt.csv,0.44,0.12,0.25,0.08,0.24,0.27,0.23,0.3,0.25,0.06,0.25,0.0,0.95,0.0,0.31,0.2,0.73
exl.csv,0.69,0.08,0.96,0.0,0.76,0.44,0.49,0.42,0.28,0.56,0.21,0.14,0.35,0.31,0.86,0.59,0.98
gdis.csv,0.8,0.11,0.97,0.02,0.75,0.41,0.53,0.4,0.31,0.56,0.22,0.08,0.31,0.28,1.0,0.51,0.84
gogoego.csv,0.33,0.0,0.12,0.0,0.35,0.11,0.57,0.96,0.24,0.28,0.18,0.14,0.25,0.14,0.26,0.06,0.59
httpcontentparser.csv,0.2,0.0,0.11,0.0,0.21,0.21,0.0,0.13,0.0,0.06,0.97,0.67,0.4,0.08,0.35,0.32,0.12
jaxlib.csv,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.16,1.0,0.0,0.0,0.0,0.0,0.05
jgameai.csv,0.14,0.0,0.44,0.0,0.13,0.98,0.38,0.23,0.11,0.33,0.19,0.5,0.17,0.29,0.37,0.41,0.34
jhotdraw.csv,0.13,0.0,0.08,0.0,0.46,0.21,0.0,0.31,0.98,0.06,0.0,0.0,0.13,0.0,0.26,0.2,0.09
loki-lib.csv,0.78,0.12,0.54,0.04,0.64,0.43,0.46,0.35,0.32,0.64,0.15,0.09,0.26,0.34,0.9,0.98,0.05
patterntesting.csv,0.62,0.11,0.6,0.04,0.64,0.39,0.58,0.39,0.32,0.98,0.25,0.05,0.39,0.25,0.68,0.39,0.75
pokeglobal.csv,0.77,0.1,0.84,0.03,0.98,0.29,0.3,0.4,0.27,0.36,0.15,0.09,0.13,0.33,0.9,0.41,0.05
werx.csv,0.86,0.14,1.0,0.02,0.74,0.45,0.47,0.4,0.31,0.56,0.19,0.08,0.33,0.23,0.9,0.56,0.84
xbg.csv,0.26,0.0,0.07,0.4,0.17,0.07,0.0,0.3,0.08,0.32,0.12,0.29,0.1,1.0,0.0,0.0,0.0
zealos.csv,0.64,0.0,0.82,0.05,0.53,0.3,0.97,0.4,0.28,0.44,0.24,0.09,0.32,0.3,0.59,0.23,0.61
