,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,1.0,0.0,0.89,1.03,0.91,0.71,1.0,0.96,0.92,0.96,0.96,1.0,1.0,1.03,1.0,0.87,1.03
baadengine.csv,0.01,1.16,0.84,0.46,0.58,0.76,0.45,0.67,0.72,0.47,0.52,0.85,0.75,0.38,0.45,0.61,0.54
bibedt.csv,0.78,0.82,0.99,0.23,0.86,0.81,0.84,0.77,0.75,0.97,0.6,1.01,0.1,1.0,0.84,0.88,0.48
exl.csv,0.58,0.9,1.0,1.28,0.57,0.65,0.87,0.85,0.76,1.0,0.67,0.5,0.64,0.56,0.42,0.6,0.05
gdis.csv,0.82,0.8,1.0,0.83,0.76,0.81,0.71,0.87,0.98,0.86,0.79,0.98,0.69,0.76,0.0,0.65,0.49
gogoego.csv,0.81,1.01,1.06,1.03,0.78,0.93,0.53,0.08,0.78,0.81,0.77,0.55,0.74,0.88,0.86,0.97,0.59
httpcontentparser.csv,0.93,1.01,0.94,1.0,0.93,0.85,1.0,0.92,1.0,0.97,0.05,0.5,0.56,0.92,0.83,0.8,0.98
jaxlib.csv,0.98,1.0,1.02,1.0,1.0,1.0,1.0,0.99,1.0,0.97,0.9,0.0,1.0,1.0,1.0,1.0,0.98
jgameai.csv,0.93,1.0,0.87,1.02,0.93,0.04,0.68,0.8,0.92,0.77,0.77,0.5,0.9,0.75,1.01,0.73,0.81
jhotdraw.csv,0.93,1.0,0.96,1.01,0.76,0.86,1.0,0.75,0.03,0.97,1.01,1.01,0.91,1.0,0.87,0.88,0.98
loki-lib.csv,0.88,0.77,0.8,0.45,0.51,0.67,0.97,0.67,0.7,0.64,0.75,0.88,0.77,0.49,1.0,0.02,0.98
patterntesting.csv,0.6,0.85,0.76,0.47,0.57,0.7,0.44,0.63,0.67,0.02,0.57,0.99,0.6,0.62,0.51,0.71,0.46
pokeglobal.csv,0.77,0.78,0.37,0.58,0.05,0.82,0.81,0.62,0.81,0.76,0.76,0.83,0.92,0.55,0.92,0.73,0.98
werx.csv,1.0,0.98,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xbg.csv,0.9,1.0,0.96,0.03,0.91,0.96,1.0,0.72,0.95,0.8,0.87,0.51,0.93,0.0,1.0,1.0,1.0
zealos.csv,0.72,1.1,1.04,0.4,0.76,0.78,0.07,0.59,0.68,0.67,0.63,0.64,0.63,0.57,0.61,0.93,0.56
