,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.03,1.0,0.11,0.0,0.12,0.35,0.0,0.05,0.08,0.07,0.05,0.0,0.0,0.0,0.0,0.17,0.24
baadengine.csv,0.99,0.0,0.61,1.0,0.68,0.31,0.77,0.75,0.6,0.73,0.75,0.5,0.6,0.75,0.77,0.41,0.46
bibedt.csv,0.32,0.2,0.14,1.0,0.15,0.31,0.17,0.24,0.29,0.03,0.45,0.0,0.9,0.0,0.19,0.14,0.63
exl.csv,0.6,0.4,0.94,0.0,0.85,0.65,0.97,0.96,0.65,1.0,0.7,1.0,0.7,0.88,0.82,0.79,0.95
gdis.csv,0.85,0.6,0.97,1.0,0.93,0.73,0.93,0.92,1.0,0.9,0.95,1.0,0.6,1.0,1.0,0.62,0.83
gogoego.csv,0.2,0.0,0.07,0.0,0.22,0.08,0.87,0.92,0.24,0.2,0.25,0.5,0.4,0.12,0.16,0.03,0.41
httpcontentparser.csv,0.12,0.0,0.06,0.0,0.15,0.19,0.0,0.08,0.0,0.03,0.95,0.5,0.5,0.12,0.23,0.31,0.07
jaxlib.csv,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.1,1.0,0.0,0.0,0.0,0.0,0.02
jgameai.csv,0.08,0.0,0.28,0.0,0.07,0.96,0.37,0.27,0.08,0.23,0.25,0.5,0.1,0.25,0.26,0.45,0.22
jhotdraw.csv,0.07,0.0,0.04,0.0,0.39,0.15,0.0,0.27,0.97,0.03,0.0,0.0,0.1,0.0,0.16,0.14,0.05
loki-lib.csv,0.82,0.6,0.37,1.0,0.54,0.65,0.97,0.51,0.76,0.93,0.4,1.0,0.5,0.88,1.0,1.0,0.02
patterntesting.csv,0.5,0.6,0.43,1.0,0.61,0.58,0.73,0.63,0.71,1.0,0.8,0.5,0.8,0.5,0.54,0.34,0.66
pokeglobal.csv,0.78,0.4,0.72,1.0,0.95,0.38,0.4,0.63,0.69,0.37,0.35,1.0,0.2,0.5,0.98,0.45,0.02
werx.csv,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95
xbg.csv,0.17,0.0,0.04,1.0,0.1,0.04,0.0,0.37,0.05,0.2,0.15,0.5,0.1,1.0,0.0,0.0,0.0
zealos.csv,0.55,0.0,0.71,1.0,0.51,0.38,0.93,0.55,0.42,0.47,0.85,0.5,0.5,0.5,0.44,0.24,0.46
