,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.58,0.22,0.7,1.0
neoengine.csv,0.98,0.28,0.65,0.71
omseek.csv,0.09,0.95,0.2,0.05
pcsx2.csv,0.56,0.3,0.99,0.52
