,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.47,0.53,0.46,0.4
neoengine.csv,0.58,0.57,0.5,0.53
omseek.csv,0.95,0.97,0.96,0.5
pcsx2.csv,0.52,0.62,0.48,0.54
