,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.71,0.73,0.64,1.0
neoengine.csv,0.98,0.73,0.57,0.61
omseek.csv,0.05,0.91,0.11,0.02
pcsx2.csv,0.54,0.58,0.99,0.39
