,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.48,0.13,0.77,1.0
neoengine.csv,0.97,0.17,0.77,0.83
omseek.csv,0.32,1.0,0.8,1.0
pcsx2.csv,0.57,0.2,0.99,0.79
