,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.53,0.78,0.65,0.02
jajuk.csv,0.03,0.43,0.55,0.6
vapor.csv,0.56,0.83,0.04,0.77
zorannt.csv,0.79,0.04,0.88,0.74
