,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.66,0.3,0.6,0.98
jajuk.csv,0.98,0.65,0.68,0.77
vapor.csv,0.49,0.17,0.96,0.24
zorannt.csv,0.53,0.96,0.24,0.74
