,recall,precision,pf,pci_20,ifa,wins
avifile.csv,0.46,0.31,0.41,0.66,3.0,7
delphilhlplib.csv,0.47,0.48,0.37,0.54,1.0,11
esmf.csv,0.6,0.39,0.54,0.57,2.0,8
gbif-indexingtoolkit.csv,0.71,0.3,0.74,0.49,2.0,4
jgameai.csv,0.14,0.18,0.19,0.92,6.0,0
jsecurity.csv,0.45,0.36,0.31,0.58,1.0,9
libopenmetaverse.csv,1.0,0.29,1.0,0.39,2.0,1
mptvseries.csv,0.4,0.38,0.2,0.64,2.0,10
mule.csv,0.43,0.23,0.32,0.54,1.0,6
piccolo2d.csv,0.3,0.35,0.32,0.55,4.0,3
vars-redux.csv,0.78,0.26,0.55,0.42,2.0,5
werx.csv,0.95,0.29,0.97,0.41,2.0,2
