,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.54,0.43,0.45,0.34,0.58,0.43,0.44,0.19,0.58,0.4,0.71,0.52,0.36,0.34,0.37,0.28,0.02,0.75
buddata-ebxml-registry.csv,1.0,0.81,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,0.0
co-ode-owl-plugins.csv,0.36,0.19,0.24,0.13,0.18,0.26,0.23,0.22,0.0,0.0,0.23,0.52,0.36,0.03,0.13,0.19,0.09,0.25
firebreath.csv,0.93,0.86,0.55,0.64,0.81,0.63,0.84,0.0,0.81,0.87,0.87,0.66,0.82,0.97,0.83,0.67,0.71,1.0
gretl.csv,0.82,0.81,0.65,0.7,0.7,0.69,0.63,0.8,0.73,0.54,0.87,0.88,0.66,0.29,0.07,0.58,0.6,0.5
konversation.csv,0.07,0.0,0.04,0.0,0.04,0.11,0.07,0.02,0.02,0.01,0.0,0.02,0.0,0.15,0.07,0.04,0.11,0.0
lazarus-ccr.csv,0.04,0.43,0.0,0.87,0.89,0.71,0.51,0.91,0.58,0.23,0.29,0.52,0.64,0.75,0.0,0.81,0.45,0.25
linuxsh.csv,0.04,0.24,0.0,0.1,0.16,0.43,0.42,0.18,0.25,0.13,0.36,0.23,0.39,0.02,0.13,0.09,0.2,0.25
migen.csv,0.61,0.0,0.89,0.18,0.14,0.2,0.02,0.14,0.25,0.22,0.25,0.2,0.18,0.36,0.63,0.07,0.85,0.5
moviesandbox.csv,0.29,0.05,0.18,0.22,0.32,0.0,0.26,0.25,0.13,0.24,0.3,0.48,0.36,0.2,0.27,0.16,0.38,0.0
mvnforum.csv,0.21,0.43,0.22,0.26,0.28,0.26,0.26,0.53,0.27,0.13,0.16,0.24,0.0,0.27,0.37,0.32,0.58,0.0
ontomorphtab.csv,0.21,0.0,0.22,0.42,0.26,0.43,0.44,0.33,0.29,0.33,0.31,0.53,0.55,0.14,0.17,0.28,0.33,0.0
opengs.csv,0.43,0.14,0.16,0.09,0.11,0.23,0.16,0.19,0.04,0.24,0.0,0.35,0.43,0.02,0.17,0.07,0.25,0.5
plplot.csv,0.89,0.57,0.95,0.38,0.31,0.4,0.49,0.21,0.5,0.64,0.29,0.69,0.59,0.36,1.0,0.02,0.89,0.5
scite-ru.csv,0.64,0.95,0.04,0.7,0.74,0.49,0.81,0.74,0.02,0.73,0.77,0.9,0.95,0.64,0.4,0.39,0.07,1.0
tokratan.csv,0.21,0.05,0.07,0.01,0.04,0.23,0.07,0.14,0.1,0.01,0.05,0.0,0.05,0.1,0.27,0.11,0.22,0.0
vrjuggler.csv,0.64,0.81,0.0,0.54,0.67,0.09,0.63,0.66,0.33,0.87,0.38,0.49,0.39,0.02,0.03,0.37,0.0,0.75
xuggle.csv,0.64,0.71,0.87,0.52,0.0,0.74,0.47,0.72,0.54,0.55,0.56,0.67,0.64,0.22,0.83,0.89,0.84,1.0
