,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.5,0.59,0.07,0.16,0.13,0.52,0.42,0.49,0.25,0.2,0.45,0.09,0.3,0.17,0.88,0.27,0.99,0.92
buddata-ebxml-registry.csv,0.46,0.66,0.17,0.12,0.11,0.56,0.44,0.38,0.29,0.16,0.41,0.12,0.29,0.21,0.83,0.27,0.62,1.0
co-ode-owl-plugins.csv,0.5,0.71,0.13,0.25,0.18,0.61,0.44,0.51,1.0,1.0,0.61,0.06,0.16,0.0,0.85,0.21,0.71,0.94
firebreath.csv,0.46,0.62,0.12,0.16,0.1,0.61,0.45,1.0,0.28,0.09,0.42,0.1,0.2,0.21,0.82,0.3,0.64,0.94
gretl.csv,0.47,0.63,0.16,0.16,0.14,0.61,0.49,0.4,0.31,0.19,0.43,0.11,0.31,0.15,0.99,0.31,0.61,0.96
konversation.csv,0.6,1.0,0.33,1.0,0.38,0.76,0.57,0.33,0.67,0.5,1.0,0.25,0.0,0.1,0.87,0.0,0.68,1.0
lazarus-ccr.csv,0.96,0.68,1.0,0.13,0.1,0.6,0.45,0.38,0.33,0.34,0.35,0.16,0.36,0.25,0.0,0.23,0.59,0.98
linuxsh.csv,0.0,0.67,1.0,0.44,0.08,0.62,0.49,0.51,0.19,0.2,0.5,0.17,0.26,0.0,0.78,0.29,0.52,0.96
migen.csv,0.47,1.0,0.16,0.27,0.23,0.73,0.97,0.58,0.24,0.17,0.5,0.17,0.38,0.09,0.87,0.56,0.61,0.88
moviesandbox.csv,0.53,0.94,0.33,0.29,0.18,1.0,0.61,0.51,0.22,0.33,0.59,0.14,0.3,0.08,0.88,0.4,0.59,1.0
mvnforum.csv,0.54,0.61,0.29,0.08,0.14,0.59,0.42,0.37,0.12,0.14,0.37,0.19,1.0,0.11,0.74,0.14,0.48,1.0
ontomorphtab.csv,0.4,1.0,0.25,0.17,0.2,0.65,0.55,0.47,0.38,0.19,0.49,0.15,0.31,0.27,0.91,0.38,0.49,1.0
opengs.csv,0.48,0.84,0.18,0.47,0.28,0.74,0.72,0.5,0.5,0.04,1.0,0.14,0.34,0.0,0.91,0.64,0.7,0.91
plplot.csv,0.48,0.7,0.17,0.24,0.21,0.67,0.52,0.59,0.35,0.13,0.44,0.14,0.24,0.22,0.83,0.95,0.64,0.94
scite-ru.csv,0.5,0.6,0.5,0.11,0.12,0.63,0.39,0.38,0.95,0.19,0.44,0.12,0.3,0.17,0.77,0.33,0.5,0.93
tokratan.csv,0.62,0.5,0.33,0.5,0.27,0.5,0.62,0.41,0.29,0.5,0.33,1.0,0.0,0.14,0.79,0.4,0.52,1.0
vrjuggler.csv,0.54,0.54,0.0,0.14,0.1,0.25,0.48,0.32,0.29,0.18,0.42,0.13,0.26,0.94,0.67,0.16,1.0,0.93
xuggle.csv,0.47,0.52,0.17,0.16,0.98,0.55,0.39,0.32,0.26,0.16,0.52,0.08,0.24,0.13,0.78,0.24,0.61,0.93
