,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.62,0.72,0.56,0.15,0.77,0.61,0.61,0.94,0.87,0.83,0.52,0.68,0.76,0.9,0.92
encog-cs.csv,0.72,0.7,0.85,0.98,0.88,0.93,0.91,0.81,0.47,0.92,0.95,0.93,0.8,0.78,0.63
extprosys.csv,0.65,1.02,0.48,0.72,0.93,0.77,0.78,0.94,0.94,0.98,0.53,0.74,0.87,0.74,0.8
ibatisdb.csv,0.14,0.77,0.76,0.91,0.77,0.84,0.83,0.82,0.71,0.66,0.51,0.91,0.94,0.3,0.84
intact.csv,0.63,1.01,0.74,0.65,0.72,0.5,0.69,0.68,0.55,0.97,0.66,0.7,0.77,0.68,0.71
japano.csv,1.27,1.01,0.73,0.94,0.75,0.81,1.0,0.35,0.92,0.84,0.97,0.9,0.9,0.8,0.58
lockss.csv,0.29,0.69,0.83,0.91,0.84,0.85,0.76,0.75,0.8,0.46,0.43,0.88,0.7,0.71,0.74
ofbiz.csv,1.24,0.73,0.95,0.67,0.76,0.77,0.7,0.66,0.58,0.74,0.69,0.76,0.43,0.77,0.81
officefloor.csv,0.37,0.8,0.69,0.55,0.79,0.57,0.97,0.86,0.64,0.82,0.47,0.95,0.77,0.66,0.84
opennms.csv,0.54,0.93,0.92,0.87,0.38,0.77,0.61,0.88,0.71,0.61,0.72,0.67,0.68,0.82,1.0
rohxel.csv,0.34,0.61,0.66,0.81,0.86,0.71,0.43,0.74,0.72,0.82,0.95,0.66,0.96,0.9,0.95
roolo.csv,1.22,0.73,0.83,0.76,0.8,0.8,0.78,0.78,0.77,0.83,0.91,0.4,0.7,0.8,0.7
sevenupdate.csv,1.0,0.31,1.0,1.0,0.98,1.0,1.0,1.0,0.94,0.84,0.99,1.0,0.95,1.0,1.0
web-cat.csv,0.85,0.61,0.97,0.93,0.91,0.77,0.92,0.94,0.94,0.81,0.85,0.86,0.72,0.82,0.31
