,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.91,0.0,1.0,0.9,0.85,0.89,0.89,1.02
geotools.csv,0.71,0.83,0.94,0.88,0.75,0.09,0.9,0.65
google-collections.csv,0.0,1.0,1.0,1.0,1.0,0.98,0.97,0.98
l2j.csv,0.56,0.84,0.78,0.79,0.64,0.57,0.02,0.72
mediate.csv,0.57,0.63,0.07,0.88,0.72,0.6,0.7,1.16
projectfactory.csv,0.72,0.7,0.77,0.6,0.03,0.61,0.76,0.21
st-filteredstatistics.csv,1.07,0.81,0.97,0.08,0.8,0.75,0.73,0.8
thedata.csv,1.28,0.62,0.65,0.93,0.73,0.83,0.64,0.0
