,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.86,0.54,0.32,0.8,0.83,0.97,0.97,0.91
geotools.csv,0.71,0.83,0.48,0.89,0.67,0.71,0.95,0.57
google-collections.csv,0.39,0.35,0.32,0.29,0.38,0.41,0.39,0.37
l2j.csv,0.46,0.38,0.36,0.29,0.46,0.41,0.45,0.41
mediate.csv,0.41,0.38,0.45,0.3,0.6,0.41,0.53,0.36
projectfactory.csv,0.62,0.44,0.37,0.33,0.59,0.52,0.61,0.65
st-filteredstatistics.csv,0.59,0.37,0.32,0.33,0.41,0.43,0.61,0.4
thedata.csv,0.94,0.71,0.75,0.6,0.47,0.91,0.49,0.75
