,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.0,0.0,1.0,0.08,0.0,0.12,0.13,0.18
geotools.csv,0.5,0.18,0.8,0.23,0.28,0.0,0.01,0.42
google-collections.csv,0.0,1.0,1.0,1.0,1.0,0.98,0.97,0.98
l2j.csv,0.0,0.68,0.7,0.77,0.51,0.46,0.01,0.52
mediate.csv,0.5,0.6,0.07,0.85,0.28,0.49,0.39,0.58
projectfactory.csv,0.5,0.62,0.73,0.54,0.02,0.37,0.43,0.21
st-filteredstatistics.csv,1.0,0.78,0.97,0.08,0.79,0.72,0.42,0.76
thedata.csv,1.0,0.3,0.27,0.62,0.7,0.26,0.57,0.0
