,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.16,1.0,0.72,0.18,0.27,0.17,0.2,0.0
geotools.csv,0.66,0.26,0.48,0.25,0.38,0.95,0.18,0.12
google-collections.csv,1.0,0.57,0.72,0.86,0.64,0.44,0.83,0.12
l2j.csv,0.61,0.39,0.6,0.79,0.56,0.47,0.99,0.11
mediate.csv,0.83,0.59,0.96,0.73,0.41,0.45,0.54,0.0
projectfactory.csv,0.64,0.52,0.66,0.77,0.97,0.42,0.49,0.38
st-filteredstatistics.csv,0.75,0.52,0.73,0.99,0.65,0.44,0.51,0.11
thedata.csv,0.33,0.48,0.51,0.41,0.61,0.23,0.73,1.0
