,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.62,0.31,0.0,0.13,0.14,0.34,0.45,0.99
jicarilla.csv,0.19,0.04,0.94,0.1,0.24,0.1,0.28,0.23
optalgtoolkit.csv,0.61,0.33,0.09,0.14,0.12,0.97,0.58,0.38
ossim.csv,0.33,0.0,0.0,0.97,0.0,0.0,0.05,0.0
projectts.csv,0.65,0.4,0.59,0.13,0.12,0.48,0.99,0.55
sabbu.csv,0.96,0.28,0.14,0.14,0.13,0.48,0.42,0.48
vxl.csv,0.42,0.96,0.67,0.04,0.06,0.09,0.65,0.75
zact.csv,0.21,0.14,0.33,0.08,0.73,0.48,0.05,0.73
