,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.11,0.55,0.16,0.7,0.49,0.65,0.56,0.0
jicarilla.csv,0.13,0.07,0.03,0.09,0.07,0.0,0.0,0.17
optalgtoolkit.csv,0.39,0.55,0.32,0.48,0.47,0.0,0.44,0.39
ossim.csv,0.44,0.02,0.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.5,0.98,0.78,0.58,0.72,0.94,0.0,0.5
sabbu.csv,0.02,0.5,0.19,0.5,0.64,0.52,0.44,0.72
vxl.csv,0.76,0.0,0.73,0.36,0.21,0.06,0.78,0.72
zact.csv,0.19,0.02,0.08,0.51,0.0,0.42,0.04,0.67
