,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.5,0.49,0.0,0.88,0.71,0.42,0.41,0.98
jicarilla.csv,0.12,0.03,0.91,0.12,0.29,0.05,0.16,0.14
optalgtoolkit.csv,0.6,0.54,0.06,0.69,0.57,0.95,0.54,0.27
ossim.csv,0.28,0.0,0.0,0.94,0.0,0.0,0.03,0.0
projectts.csv,0.71,1.0,0.79,0.75,0.86,0.79,0.97,0.45
sabbu.csv,0.95,0.41,0.09,0.69,0.86,0.58,0.35,0.41
vxl.csv,0.45,0.92,0.91,0.12,0.14,0.05,0.76,0.77
zact.csv,0.14,0.08,0.21,0.38,0.57,0.53,0.03,0.73
