,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.05,0.83,0.92,0.93,0.77,0.96,0.86,0.58
anaxagora.csv,0.72,0.85,0.88,0.83,0.05,0.99,0.95,0.78
botsnscouts.csv,0.54,0.64,0.7,0.04,0.68,0.73,0.78,0.52
emisview.csv,0.84,0.04,0.87,0.94,0.91,0.97,0.83,0.61
matrex.csv,0.69,0.88,0.8,0.61,0.86,0.0,0.81,0.81
mediaportal.csv,0.78,0.98,0.95,0.87,0.85,0.86,0.81,0.11
mediate.csv,0.87,0.84,0.05,0.69,0.86,0.86,0.96,0.58
ontopia.csv,0.9,0.82,0.76,0.79,0.8,0.74,0.0,0.81
