,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.48,0.83,0.75,0.75,0.94,0.88,0.88,0.59
anaxagora.csv,0.64,0.93,0.89,0.89,0.95,0.67,0.8,0.99
botsnscouts.csv,0.53,0.33,0.52,0.46,0.84,0.8,0.72,0.42
emisview.csv,0.9,0.64,0.57,0.83,0.89,0.92,0.94,0.76
matrex.csv,0.91,0.65,0.51,0.58,0.88,0.45,0.82,0.99
mediaportal.csv,0.64,0.92,0.37,0.92,0.47,0.47,0.4,0.97
mediate.csv,0.83,0.92,0.49,0.64,0.91,0.95,0.83,0.61
ontopia.csv,0.34,0.33,0.56,0.33,0.42,0.35,0.37,0.37
