,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.98,0.28,0.14,0.13,0.27,0.07,0.28,0.36
anaxagora.csv,0.39,0.22,0.21,0.28,0.98,0.03,0.1,0.25
botsnscouts.csv,0.56,0.46,0.47,0.98,0.35,0.41,0.36,0.39
emisview.csv,0.25,0.98,0.38,0.12,0.13,0.07,0.3,0.4
matrex.csv,0.42,0.2,0.51,0.55,0.21,1.0,0.37,0.24
mediaportal.csv,0.36,0.06,0.65,0.25,0.24,0.54,0.82,0.94
mediate.csv,0.21,0.23,0.97,0.44,0.19,0.24,0.1,0.38
ontopia.csv,0.52,0.47,0.49,0.67,0.27,0.69,1.0,0.34
