,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.96,0.2,0.1,0.09,0.28,0.05,0.2,0.53
anaxagora.csv,0.36,0.2,0.16,0.22,0.96,0.01,0.06,0.27
botsnscouts.csv,0.54,0.62,0.42,0.97,0.38,0.31,0.26,0.65
emisview.csv,0.21,0.97,0.35,0.09,0.12,0.05,0.21,0.46
matrex.csv,0.37,0.25,0.47,0.54,0.17,1.0,0.28,0.23
mediaportal.csv,0.39,0.05,0.26,0.22,0.46,0.46,0.51,0.91
mediate.csv,0.17,0.2,0.96,0.37,0.17,0.18,0.06,0.51
ontopia.csv,0.39,0.51,0.46,0.55,0.53,0.62,1.0,0.53
