,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.95,0.17,0.08,0.07,0.24,0.04,0.17,0.5
anaxagora.csv,0.32,0.17,0.13,0.19,0.95,0.01,0.05,0.23
botsnscouts.csv,0.5,0.7,0.38,0.96,0.33,0.27,0.22,0.66
emisview.csv,0.18,0.96,0.33,0.07,0.1,0.04,0.18,0.41
matrex.csv,0.32,0.22,0.51,0.52,0.14,1.0,0.24,0.19
mediaportal.csv,0.36,0.04,0.82,0.19,0.71,0.67,0.8,0.89
mediate.csv,0.14,0.17,0.95,0.33,0.14,0.15,0.05,0.47
ontopia.csv,0.77,0.87,0.46,0.89,0.76,0.92,1.0,0.9
