,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.72,0.44,0.39,0.7,0.73,0.17,0.35,0.15,0.9,0.02,0.61,0.43
gdis.csv,0.51,0.34,0.48,0.67,0.62,0.18,0.47,0.14,0.98,0.0,0.39,0.41
kml.csv,0.71,0.28,0.22,0.69,0.79,0.11,0.32,0.13,0.92,0.03,0.4,0.41
ppcboot.csv,0.53,0.35,0.21,0.69,0.51,0.11,0.36,0.14,0.82,0.02,0.42,0.41
repositorium.csv,0.67,0.09,0.01,0.59,0.26,0.29,0.1,0.12,0.78,0.03,0.44,0.32
rsyslog.csv,0.75,0.3,0.31,0.5,0.64,0.13,0.4,0.21,0.9,0.03,0.54,0.41
simplewebservices.csv,0.51,0.26,0.19,0.52,0.47,0.09,0.31,0.21,0.83,0.04,0.55,0.57
ultimairis.csv,0.56,0.29,0.31,0.54,0.48,0.16,0.61,0.16,0.81,0.0,0.36,0.43
wow-qrsk.csv,1.0,0.39,0.44,0.69,1.0,0.0,0.5,0.33,0.0,0.07,1.0,0.48
wxstudio.csv,0.64,0.23,0.11,0.44,0.45,0.12,0.21,0.09,0.75,0.06,0.68,0.5
xbg.csv,0.5,0.0,0.18,0.6,0.3,0.25,0.52,0.27,0.5,0.0,0.3,0.39
xqilla.csv,1.0,0.11,0.14,0.38,0.25,0.07,0.2,0.09,0.69,0.3,0.61,0.56
