,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.69,0.62,0.69,0.5,0.31,0.36,0.7,0.5,0.46,0.33,0.38,0.57
gdis.csv,0.77,0.8,0.54,0.46,0.67,0.55,0.3,0.38,0.77,0.0,0.54,0.7
kml.csv,0.65,0.98,0.95,0.5,0.75,0.82,0.96,1.0,0.63,1.0,0.81,1.0
ppcboot.csv,1.0,1.0,0.99,0.61,0.97,0.91,0.96,1.0,0.93,1.0,0.95,0.98
repositorium.csv,0.08,0.02,0.01,0.08,0.14,0.82,0.04,0.5,0.25,1.0,0.38,0.42
rsyslog.csv,0.81,0.85,0.76,0.5,0.39,1.0,0.47,0.38,0.65,1.0,0.51,1.0
simplewebservices.csv,0.96,0.8,0.96,0.98,0.92,0.73,0.91,0.62,0.96,1.0,0.84,0.66
ultimairis.csv,0.92,1.0,0.83,0.98,1.0,0.45,0.64,0.88,0.96,0.0,0.59,0.95
wow-qrsk.csv,0.08,0.48,0.83,0.16,0.11,0.0,0.02,0.12,0.0,1.0,0.03,0.12
wxstudio.csv,0.62,0.18,0.4,0.49,0.47,0.73,0.49,0.12,0.53,0.33,0.73,0.03
xbg.csv,0.23,0.0,0.08,0.66,0.17,0.09,0.3,0.75,0.05,0.0,0.16,0.32
xqilla.csv,0.04,0.12,0.34,0.12,0.08,0.36,0.21,0.25,0.19,1.0,0.3,0.15
