,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.82,0.52,0.74,0.59,0.68,0.61,0.48,0.51,0.68,0.38,0.68,0.4,0.68,0.68,0.83,0.9
autat.csv,0.95,0.99,0.97,0.94,0.7,0.5,0.88,0.93,0.75,0.57,0.89,0.95,0.92,0.5,0.94,0.89
biopax.csv,0.43,0.4,0.51,0.5,0.4,0.37,0.39,0.36,0.5,0.33,0.43,0.38,0.49,0.45,0.46,0.31
exl.csv,0.56,0.4,0.9,0.92,0.51,0.53,0.41,0.46,0.49,0.54,0.71,0.67,0.82,0.45,0.83,0.9
fceugc.csv,0.71,0.59,0.98,0.71,0.96,0.65,0.5,0.93,0.66,0.75,0.88,0.58,0.94,0.42,0.9,0.0
fido.csv,0.0,0.92,0.5,0.0,0.88,0.5,0.75,0.0,0.5,0.8,0.88,0.0,0.0,0.43,0.0,0.0
gretl.csv,0.43,0.38,0.49,0.46,0.44,0.37,0.37,0.36,0.47,0.34,0.39,0.39,0.47,0.46,0.41,0.3
jasperreports.csv,0.86,0.67,0.5,0.0,0.67,0.0,0.67,0.75,0.96,0.46,0.75,0.5,0.5,0.0,0.5,0.0
jmule.csv,0.38,0.5,0.59,0.46,0.44,0.48,0.45,0.46,0.48,0.51,0.55,0.96,0.5,0.41,0.5,0.5
moast.csv,0.5,0.99,0.83,0.83,0.86,0.0,0.6,0.83,0.68,0.94,0.0,0.43,0.92,0.0,0.86,0.0
ng4j.csv,0.62,0.41,0.58,0.5,0.43,0.58,0.8,0.54,0.63,0.0,0.58,0.88,0.59,0.38,0.8,0.61
olap-navigator.csv,0.53,0.46,0.58,0.52,0.43,0.44,0.36,0.36,0.5,0.33,0.48,0.39,0.47,0.43,0.52,0.35
passwordsafe.csv,0.71,0.42,0.78,0.68,0.53,0.58,0.36,0.38,0.61,0.35,0.63,0.41,0.67,0.43,0.58,0.89
phonon-vlc-mplayer.csv,0.61,0.46,0.9,0.58,0.51,0.57,0.39,0.61,0.48,0.47,0.61,0.41,0.57,0.45,0.49,0.57
sepgsql.csv,0.69,0.96,0.57,0.89,0.85,0.59,0.86,0.88,0.84,0.95,0.87,0.93,0.69,0.89,0.62,0.44
unflobtactical.csv,0.66,0.56,0.7,0.54,0.55,0.64,0.46,0.49,0.67,0.73,0.64,0.41,0.63,0.47,0.69,0.9
