,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.0,14.0,4.0,0.0,3.0,0.0,0.0,14.0,192.0,32.0,0.0,1.0,0.0,1.0,0.0,1.0
autat.csv,0.0,29.0,5.0,0.0,0.0,63.0,0.0,0.0,79.0,106.0,0.0,8.0,1.0,0.0,0.0,2.0
biopax.csv,0.0,29.0,9.0,0.0,1.0,2.0,0.0,6.0,135.0,17.0,0.0,0.0,0.0,0.0,11.0,5.0
exl.csv,0.0,16.0,3.0,1.0,0.0,5.0,3.0,6.0,2.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0
fceugc.csv,0.0,46.0,2.0,0.0,0.0,0.0,2.0,4.0,176.0,1.0,2.0,0.0,1.0,1.0,0.0,52.0
fido.csv,87.0,8.0,0.0,0.0,0.0,0.0,0.0,83.0,502.0,0.0,0.0,257.0,0.0,0.0,78.0,52.0
gretl.csv,0.0,9.0,17.0,0.0,0.0,0.0,0.0,6.0,174.0,18.0,1.0,1.0,2.0,1.0,1.0,7.0
jasperreports.csv,0.0,2.0,0.0,83.0,0.0,63.0,0.0,83.0,0.0,106.0,1.0,257.0,2.0,53.0,1.0,0.0
jmule.csv,0.0,9.0,5.0,0.0,1.0,4.0,0.0,8.0,60.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0
moast.csv,0.0,3.0,1.0,1.0,1.0,63.0,1.0,83.0,64.0,5.0,158.0,0.0,1.0,53.0,0.0,52.0
ng4j.csv,1.0,25.0,3.0,0.0,3.0,0.0,0.0,6.0,61.0,106.0,0.0,1.0,0.0,2.0,0.0,0.0
olap-navigator.csv,0.0,26.0,9.0,0.0,0.0,1.0,0.0,3.0,140.0,15.0,0.0,2.0,0.0,0.0,1.0,2.0
passwordsafe.csv,0.0,49.0,7.0,0.0,1.0,4.0,0.0,9.0,33.0,11.0,0.0,0.0,0.0,0.0,9.0,2.0
phonon-vlc-mplayer.csv,1.0,40.0,0.0,0.0,3.0,3.0,0.0,17.0,385.0,12.0,0.0,1.0,0.0,0.0,0.0,3.0
sepgsql.csv,0.0,0.0,25.0,0.0,2.0,0.0,0.0,23.0,190.0,106.0,0.0,5.0,2.0,2.0,0.0,9.0
unflobtactical.csv,0.0,1.0,29.0,0.0,0.0,0.0,0.0,7.0,228.0,23.0,0.0,2.0,1.0,1.0,1.0,1.0
