,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.11,0.48,0.23,0.0,0.33,0.44,0.35,0.47,0.49,0.75,0.38,0.69,0.35,0.54,0.34,0.17
autat.csv,0.15,0.17,0.08,0.22,0.1,0.05,0.0,0.0,0.23,0.46,0.02,0.59,0.05,0.0,0.22,0.14
biopax.csv,0.63,0.89,0.59,0.48,0.4,0.81,0.69,0.9,0.79,0.91,0.73,0.79,0.05,0.62,0.68,0.86
exl.csv,0.19,0.68,0.15,0.15,0.27,0.51,0.35,0.44,0.25,0.37,0.19,0.28,0.0,0.0,0.1,0.0
fceugc.csv,0.15,0.47,0.08,0.05,0.13,0.0,0.23,0.18,0.41,0.03,0.16,0.21,0.1,0.15,0.1,0.0
fido.csv,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.78,0.76,0.76,0.92,0.03,0.7,0.88,0.9,0.94,0.86,0.67,0.9,0.8,0.85,0.93,1.0
jasperreports.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.7,0.02,0.07,0.8,0.0,0.8,0.0
jmule.csv,0.37,0.46,0.4,0.35,0.73,0.49,0.31,0.32,0.24,0.38,0.52,0.1,0.2,0.46,0.22,0.03
moast.csv,0.0,0.13,0.01,0.05,0.07,0.0,0.12,0.09,0.22,0.14,0.01,0.03,0.05,0.0,0.03,0.0
ng4j.csv,0.37,0.8,0.34,0.48,0.57,0.51,0.04,0.37,0.22,0.01,0.38,0.21,0.15,0.23,0.0,0.14
olap-navigator.csv,0.0,0.75,0.45,0.42,0.27,0.6,0.42,0.81,0.8,0.86,0.48,0.93,0.5,0.62,0.61,0.59
passwordsafe.csv,0.15,0.94,0.2,0.25,0.3,0.37,0.38,0.71,0.33,0.73,0.01,0.34,0.15,0.46,0.54,0.17
phonon-vlc-mplayer.csv,0.44,0.78,0.0,0.68,0.73,0.28,0.46,0.4,0.93,0.54,0.32,0.45,0.5,0.62,0.71,0.31
sepgsql.csv,0.78,0.01,0.83,0.4,0.73,0.56,0.5,0.34,0.42,0.21,0.37,0.38,0.9,0.38,0.47,0.93
unflobtactical.csv,0.22,0.32,0.38,0.05,0.2,0.51,0.04,0.44,0.59,0.31,0.43,0.55,0.3,0.69,0.41,0.14
