,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.56,0.13,0.59,0.96,0.51,0.37,0.62,0.25,0.15,0.05,0.46,0.95,0.59,0.55,0.37,0.29
autat.csv,0.4,0.03,0.35,0.23,0.48,0.0,0.37,0.93,0.08,0.0,0.21,0.03,0.27,0.51,0.22,0.3
biopax.csv,0.83,0.1,0.52,0.66,0.81,0.51,0.69,0.34,0.12,0.08,0.56,0.95,0.99,0.89,0.44,0.64
exl.csv,0.71,0.11,0.4,0.25,0.59,0.38,0.62,0.33,0.3,0.13,0.46,0.33,0.57,0.99,0.63,0.59
fceugc.csv,0.54,0.07,0.47,0.49,0.24,0.98,0.45,0.13,0.05,0.25,0.38,0.57,0.36,0.68,0.27,0.0
fido.csv,0.0,0.1,0.06,0.04,0.11,0.09,0.21,0.0,0.0,0.89,0.22,0.0,0.03,0.51,0.0,0.0
gretl.csv,0.81,0.1,0.45,0.67,0.99,0.48,0.74,0.34,0.1,0.08,0.55,0.94,0.8,0.83,0.4,0.62
jasperreports.csv,0.21,0.07,0.06,0.0,0.04,0.0,0.16,0.0,0.96,0.0,0.07,0.0,0.8,0.0,0.37,0.08
jmule.csv,0.7,0.15,0.55,0.64,0.79,0.38,0.7,0.27,0.3,0.17,0.45,0.19,0.54,0.85,0.63,0.96
moast.csv,0.06,0.17,0.13,0.36,0.31,0.0,0.48,0.0,0.18,0.2,0.0,0.99,0.29,0.0,0.37,0.0
ng4j.csv,0.51,0.1,0.56,0.6,0.76,0.41,0.2,0.39,0.23,0.0,0.43,0.02,0.65,0.79,1.0,0.67
olap-navigator.csv,0.99,0.1,0.56,0.76,0.77,0.43,0.7,0.35,0.12,0.08,0.56,0.94,0.82,0.85,0.44,0.72
passwordsafe.csv,0.63,0.09,0.67,0.67,0.61,0.43,0.73,0.27,0.22,0.1,0.94,0.97,0.62,0.79,0.35,0.24
phonon-vlc-mplayer.csv,0.57,0.08,1.0,0.57,0.72,0.5,0.68,0.17,0.09,0.1,0.51,0.97,0.67,0.76,0.35,0.53
sepgsql.csv,0.29,0.87,0.26,0.31,0.43,0.3,0.29,0.05,0.06,0.0,0.26,0.03,0.47,0.16,0.22,0.24
unflobtactical.csv,0.76,0.17,0.47,0.65,0.5,0.41,0.97,0.33,0.11,0.05,0.46,0.96,0.72,0.73,0.43,0.35
