,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.6,0.53,0.4,0.07,0.71,0.72,0.55,0.73,0.53,0.9,0.62,0.69,0.64,0.78,0.65,0.81
autat.csv,0.75,0.94,0.74,0.87,0.68,1.0,0.77,0.12,0.8,1.1,0.88,1.14,0.85,0.66,0.83,0.8
biopax.csv,0.64,0.89,0.6,0.56,0.48,0.82,0.72,0.9,0.79,0.91,0.73,0.79,0.05,0.62,0.69,0.86
exl.csv,0.45,0.7,0.67,0.85,0.62,0.73,0.55,0.62,0.25,0.45,0.62,0.84,0.61,0.02,0.41,0.58
fceugc.csv,0.62,0.76,0.63,0.66,0.87,0.05,0.7,0.89,0.87,0.75,0.72,0.63,0.78,0.49,0.81,1.0
fido.csv,1.0,0.93,0.97,0.98,0.94,0.95,0.89,1.0,1.0,0.01,0.88,1.0,0.99,0.66,1.0,1.0
gretl.csv,0.78,0.78,0.77,0.93,0.03,0.74,0.89,0.9,0.94,0.86,0.69,0.9,0.82,0.85,0.93,1.0
jasperreports.csv,0.89,0.96,0.97,1.0,0.98,1.0,0.91,1.0,0.08,1.22,0.97,1.0,0.82,1.0,0.83,0.96
jmule.csv,0.53,0.48,0.45,0.52,0.77,0.72,0.46,0.7,0.25,0.38,0.68,0.9,0.64,0.48,0.33,0.05
moast.csv,0.97,0.68,0.93,0.77,0.82,1.0,0.67,1.0,0.55,0.52,1.0,0.04,0.83,1.0,0.75,1.0
ng4j.csv,0.71,0.8,0.42,0.61,0.65,0.7,0.89,0.53,0.41,1.0,0.66,1.01,0.52,0.37,0.0,0.44
olap-navigator.csv,0.02,0.76,0.47,0.45,0.43,0.71,0.51,0.81,0.8,0.86,0.56,0.93,0.54,0.63,0.64,0.59
passwordsafe.csv,0.53,0.94,0.3,0.46,0.61,0.64,0.46,0.8,0.35,0.73,0.11,0.35,0.56,0.52,0.7,0.85
phonon-vlc-mplayer.csv,0.69,0.82,0.0,0.77,0.81,0.55,0.56,0.85,0.94,0.6,0.56,0.45,0.65,0.67,0.79,0.59
sepgsql.csv,1.09,0.15,0.97,0.85,1.0,0.83,0.92,1.0,0.84,1.02,0.84,1.05,1.09,0.98,0.85,1.17
unflobtactical.csv,0.4,0.43,0.53,0.5,0.68,0.7,0.05,0.62,0.67,0.81,0.64,0.55,0.5,0.75,0.57,0.76
