,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.46,0.71,0.7,0.94,0.41,0.45,0.58,0.46,0.72,0.42,0.53,0.69,0.49,0.44,0.48,0.25
autat.csv,0.3,0.09,0.3,0.19,0.38,0.0,0.27,0.9,0.27,0.0,0.15,0.02,0.18,0.39,0.23,0.25
biopax.csv,0.7,0.38,0.73,0.65,0.71,0.52,0.61,0.36,0.57,0.33,0.61,0.57,0.98,0.73,0.64,0.44
exl.csv,0.62,0.64,0.4,0.19,0.48,0.48,0.58,0.56,0.94,0.72,0.45,0.24,0.44,0.98,0.64,0.48
fceugc.csv,0.44,0.43,0.43,0.39,0.17,0.96,0.38,0.14,0.26,0.29,0.34,0.45,0.27,0.58,0.24,0.0
fido.csv,0.0,0.09,0.04,0.02,0.07,0.06,0.13,0.0,0.0,1.0,0.15,0.0,0.01,0.39,0.0,0.0
gretl.csv,0.56,0.56,0.57,0.3,0.99,0.58,0.4,0.36,0.24,0.45,0.63,0.36,0.51,0.45,0.27,0.0
jasperreports.csv,0.13,0.05,0.04,0.0,0.02,0.0,0.11,0.0,0.93,0.0,0.05,0.0,0.51,0.0,0.48,0.05
jmule.csv,0.62,0.76,0.75,0.62,0.56,0.49,0.67,0.42,0.91,0.89,0.54,0.12,0.43,0.76,0.76,0.96
moast.csv,0.04,0.38,0.09,0.27,0.23,0.0,0.39,0.0,0.54,0.55,0.0,0.99,0.2,0.0,0.29,0.0
ng4j.csv,0.42,0.55,0.72,0.59,0.62,0.51,0.13,0.62,0.67,0.0,0.49,0.01,0.55,0.72,1.0,0.62
olap-navigator.csv,0.98,0.59,0.77,0.77,0.68,0.56,0.68,0.53,0.56,0.45,0.67,0.27,0.71,0.7,0.66,0.76
passwordsafe.csv,0.54,0.24,0.78,0.63,0.5,0.5,0.71,0.51,0.83,0.65,0.91,0.9,0.51,0.7,0.53,0.2
phonon-vlc-mplayer.csv,0.49,0.5,1.0,0.53,0.51,0.55,0.65,0.28,0.27,0.67,0.56,0.85,0.56,0.62,0.52,0.53
sepgsql.csv,0.23,0.87,0.36,0.28,0.31,0.39,0.26,0.07,0.3,0.0,0.28,0.02,0.24,0.12,0.33,0.18
unflobtactical.csv,0.69,0.7,0.62,0.55,0.39,0.51,0.97,0.56,0.61,0.29,0.54,0.79,0.63,0.56,0.6,0.29
