,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.55,0.44,0.49,1.0,0.47,0.07,0.45,0.58,0.5,0.46,0.47,0.53,0.51,0.56,0.45
aufs.csv,0.17,0.29,0.45,0.36,0.46,0.69,0.32,0.6,0.96,0.46,0.51,0.27,0.42,0.36,0.14
bulmages.csv,0.1,0.02,0.18,0.02,0.06,0.0,0.07,0.28,0.0,0.92,0.15,0.04,0.46,0.02,0.06
coot.csv,0.62,0.51,0.26,0.28,0.35,0.58,0.28,0.46,0.13,0.49,0.38,0.25,0.98,0.37,0.44
emono.csv,0.36,0.49,0.52,0.46,0.42,0.66,0.54,0.59,0.57,0.58,0.53,0.57,0.53,0.58,0.99
extprosys.csv,0.51,0.91,0.24,0.46,0.32,0.62,0.17,0.53,0.41,0.3,0.21,0.49,0.43,0.45,0.3
freelords.csv,0.38,0.46,0.57,0.41,0.46,0.21,0.99,0.56,0.0,0.53,0.54,0.42,0.47,0.59,0.57
jnode.csv,0.0,0.0,0.0,0.02,0.06,1.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0
jruby.csv,0.61,0.48,0.56,0.37,0.56,0.42,0.16,0.24,0.61,0.49,0.6,0.52,0.62,0.99,0.37
jsecurity.csv,0.43,0.27,0.05,0.13,0.96,0.54,0.27,0.33,0.22,0.62,0.19,0.16,0.59,0.18,0.45
matrex.csv,0.34,0.16,0.18,0.45,0.18,0.29,0.22,0.33,0.13,0.28,0.99,0.42,0.29,0.2,0.02
officefloor.csv,0.0,0.41,0.46,0.61,0.0,0.07,0.07,0.82,0.31,0.22,0.29,0.42,0.12,0.54,0.17
projectfactory.csv,0.57,0.44,0.53,0.17,0.49,0.42,0.21,0.49,0.35,0.33,0.18,0.92,0.15,0.32,0.46
taverna.csv,0.28,0.16,0.97,0.09,0.16,0.36,0.27,0.06,0.0,0.38,0.19,0.18,0.52,0.24,0.21
vxl.csv,0.93,0.05,0.18,0.31,0.21,0.14,0.16,0.19,0.19,0.23,0.14,0.25,0.44,0.16,0.12
