,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.51,0.6,0.45,0.0,0.35,0.5,0.32,0.53,0.82,0.82,0.61,0.51,0.51,0.63,0.36
aufs.csv,0.96,0.09,0.25,0.28,0.14,0.32,0.21,0.27,0.0,0.4,0.32,0.28,0.24,0.21,0.29
bulmages.csv,0.11,0.06,0.04,0.0,0.02,0.05,0.14,0.19,0.0,0.0,0.05,0.07,0.27,0.0,0.05
coot.csv,0.54,0.57,0.09,0.39,0.54,0.3,0.11,0.24,0.06,0.45,0.2,0.23,0.0,0.21,0.36
emono.csv,0.32,0.77,0.47,0.83,0.24,0.67,0.32,0.69,0.69,0.35,0.45,0.51,0.41,0.63,0.0
extprosys.csv,0.8,0.0,0.94,0.83,0.91,0.74,0.96,0.74,0.44,0.92,0.95,0.79,0.86,0.84,0.31
freelords.csv,0.45,0.81,0.77,0.5,0.63,0.58,0.0,0.5,0.0,0.42,0.65,0.56,0.84,0.58,0.71
jnode.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.02
jruby.csv,0.56,0.37,0.53,0.89,0.36,0.22,0.18,0.94,0.44,0.49,0.53,0.74,0.54,0.05,0.88
jsecurity.csv,0.17,0.14,0.17,0.11,0.01,0.18,0.43,0.13,0.48,0.38,0.23,0.16,0.57,0.11,0.21
matrex.csv,0.23,0.06,0.23,0.56,0.07,0.27,0.21,0.15,0.01,0.1,0.0,0.26,0.05,0.11,0.07
officefloor.csv,0.01,0.42,0.47,0.5,0.18,0.12,0.14,0.0,0.34,0.22,0.53,0.84,0.08,0.58,0.07
projectfactory.csv,0.62,0.31,0.43,0.06,0.11,0.27,0.21,0.23,0.1,0.28,0.29,0.0,0.11,0.21,0.31
taverna.csv,0.27,0.09,0.0,0.11,0.1,0.11,0.21,0.06,0.11,0.14,0.13,0.05,0.24,0.21,0.4
vxl.csv,0.0,0.04,0.19,0.22,0.1,0.15,0.14,0.13,0.2,0.08,0.17,0.23,0.3,0.11,0.07
