,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.12,0.28,0.25,0.37,0.49,0.17,0.2,0.3
archive-crawler.csv,0.2,0.19,0.09,0.1,0.35,0.16,0.31,0.41
jcae.csv,0.04,0.2,0.02,0.1,0.47,0.22,0.03,0.36
openmalaria.csv,0.54,0.92,0.11,0.2,0.58,0.44,0.55,0.71
popeye-chess.csv,0.23,0.47,0.25,0.22,0.38,0.12,0.38,0.46
rhex.csv,0.28,0.33,0.2,0.2,0.47,0.0,0.51,0.34
rocrail.csv,0.26,0.75,0.07,0.33,0.4,0.46,0.54,0.19
truevision.csv,0.31,0.61,0.07,0.57,0.35,0.49,0.25,0.39
