,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.29,0.21,0.69,0.58,0.4,0.65,0.58,0.41
archive-crawler.csv,0.24,0.29,0.8,0.75,0.39,0.59,0.46,0.39
jcae.csv,0.0,0.3,0.91,0.69,0.38,0.59,0.8,0.38
openmalaria.csv,0.17,0.11,0.81,0.76,0.35,0.44,0.41,0.27
popeye-chess.csv,0.21,0.14,0.69,0.63,0.42,0.69,0.49,0.36
rhex.csv,0.32,0.13,0.67,0.67,0.26,0.0,0.41,0.34
rocrail.csv,0.19,0.11,0.85,0.6,0.42,0.39,0.44,0.55
truevision.csv,0.17,0.13,0.87,0.55,0.3,0.39,0.62,0.35
